County,Year,Crime,Arrests,Age Group,Which,Year group,Rate
Kiowa,2012,Motor Vehicle Theft,0,Adult,Property,2010-2014,0
Kiowa,2012,Motor Vehicle Theft,1,Juvenile,Property,2010-2014,63.69
Kiowa,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Kiowa,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Kiowa,2012,Robbery,0,Adult,Violent,2010-2014,0
Kiowa,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Kit Carson,2012,Aggravated Assault,9,Adult,Violent,2010-2014,14.17
Kit Carson,2012,Aggravated Assault,1,Juvenile,Violent,2010-2014,13.11
Kit Carson,2012,Arson,0,Adult,Property,2010-2014,0
Kit Carson,2012,Arson,0,Juvenile,Property,2010-2014,0
Kit Carson,2012,Burglary,3,Adult,Property,2010-2014,4.72
Kit Carson,2012,Burglary,0,Juvenile,Property,2010-2014,0
Kit Carson,2012,Drug Violations,21,Adult,Drug,2010-2014,33.06
Kit Carson,2012,Drug Violations,3,Juvenile,Drug,2010-2014,39.32
Kit Carson,2012,Forcible Rape,2,Adult,Violent,2010-2014,3.15
Kit Carson,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Kit Carson,2012,Larceny/Theft,11,Adult,Property,2010-2014,17.32
Kit Carson,2012,Larceny/Theft,10,Juvenile,Property,2010-2014,131.06
Kit Carson,2012,Motor Vehicle Theft,1,Adult,Property,2010-2014,1.57
Kit Carson,2012,Motor Vehicle Theft,3,Juvenile,Property,2010-2014,39.32
Kit Carson,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Kit Carson,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Kit Carson,2012,Robbery,0,Adult,Violent,2010-2014,0
Kit Carson,2012,Robbery,0,Juvenile,Violent,2010-2014,0
La Plata,2012,Aggravated Assault,16,Adult,Violent,2010-2014,3.82
La Plata,2012,Aggravated Assault,1,Juvenile,Violent,2010-2014,2.16
La Plata,2012,Arson,0,Adult,Property,2010-2014,0
La Plata,2012,Arson,0,Juvenile,Property,2010-2014,0
La Plata,2012,Burglary,6,Adult,Property,2010-2014,1.43
La Plata,2012,Burglary,0,Juvenile,Property,2010-2014,0
La Plata,2012,Drug Violations,43,Adult,Drug,2010-2014,10.26
La Plata,2012,Drug Violations,12,Juvenile,Drug,2010-2014,25.97
La Plata,2012,Forcible Rape,0,Adult,Violent,2010-2014,0
La Plata,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
La Plata,2012,Larceny/Theft,40,Adult,Property,2010-2014,9.54
La Plata,2012,Larceny/Theft,16,Juvenile,Property,2010-2014,34.62
La Plata,2012,Motor Vehicle Theft,0,Adult,Property,2010-2014,0
La Plata,2012,Motor Vehicle Theft,0,Juvenile,Property,2010-2014,0
La Plata,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
La Plata,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
La Plata,2012,Robbery,2,Adult,Violent,2010-2014,0.48
La Plata,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Lake,2012,Aggravated Assault,6,Adult,Violent,2010-2014,10.91
Lake,2012,Aggravated Assault,1,Juvenile,Violent,2010-2014,13.23
Lake,2012,Arson,0,Adult,Property,2010-2014,0
Lake,2012,Arson,0,Juvenile,Property,2010-2014,0
Lake,2012,Burglary,4,Adult,Property,2010-2014,7.27
Lake,2012,Burglary,0,Juvenile,Property,2010-2014,0
Lake,2012,Drug Violations,20,Adult,Drug,2010-2014,36.36
Lake,2012,Drug Violations,3,Juvenile,Drug,2010-2014,39.68
Lake,2012,Forcible Rape,2,Adult,Violent,2010-2014,3.64
Lake,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Lake,2012,Larceny/Theft,8,Adult,Property,2010-2014,14.55
Lake,2012,Larceny/Theft,1,Juvenile,Property,2010-2014,13.23
Lake,2012,Motor Vehicle Theft,0,Adult,Property,2010-2014,0
Lake,2012,Motor Vehicle Theft,3,Juvenile,Property,2010-2014,39.68
Lake,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Lake,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Lake,2012,Robbery,1,Adult,Violent,2010-2014,1.82
Lake,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Larimer,2012,Aggravated Assault,196,Adult,Violent,2010-2014,8
Larimer,2012,Aggravated Assault,8,Juvenile,Violent,2010-2014,2.74
Larimer,2012,Arson,6,Adult,Property,2010-2014,0.24
Larimer,2012,Arson,11,Juvenile,Property,2010-2014,3.77
Larimer,2012,Burglary,79,Adult,Property,2010-2014,3.23
Larimer,2012,Burglary,14,Juvenile,Property,2010-2014,4.8
Larimer,2012,Drug Violations,1030,Adult,Drug,2010-2014,42.05
Larimer,2012,Drug Violations,182,Juvenile,Drug,2010-2014,62.36
Larimer,2012,Forcible Rape,11,Adult,Violent,2010-2014,0.45
Larimer,2012,Forcible Rape,1,Juvenile,Violent,2010-2014,0.34
Larimer,2012,Larceny/Theft,1108,Adult,Property,2010-2014,45.24
Larimer,2012,Larceny/Theft,297,Juvenile,Property,2010-2014,101.76
Larimer,2012,Motor Vehicle Theft,25,Adult,Property,2010-2014,1.02
Larimer,2012,Motor Vehicle Theft,9,Juvenile,Property,2010-2014,3.08
Larimer,2012,Murder/Manslaughter,2,Adult,Violent,2010-2014,0.08
Larimer,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Larimer,2012,Robbery,26,Adult,Violent,2010-2014,1.06
Larimer,2012,Robbery,4,Juvenile,Violent,2010-2014,1.37
Las Animas,2012,Aggravated Assault,8,Adult,Violent,2010-2014,6.68
Las Animas,2012,Aggravated Assault,0,Juvenile,Violent,2010-2014,0
Las Animas,2012,Arson,0,Adult,Property,2010-2014,0
Las Animas,2012,Arson,0,Juvenile,Property,2010-2014,0
Las Animas,2012,Burglary,10,Adult,Property,2010-2014,8.34
Las Animas,2012,Burglary,0,Juvenile,Property,2010-2014,0
Las Animas,2012,Drug Violations,27,Adult,Drug,2010-2014,22.53
Las Animas,2012,Drug Violations,5,Juvenile,Drug,2010-2014,37.23
Las Animas,2012,Forcible Rape,0,Adult,Violent,2010-2014,0
Las Animas,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Las Animas,2012,Larceny/Theft,37,Adult,Property,2010-2014,30.87
Las Animas,2012,Larceny/Theft,4,Juvenile,Property,2010-2014,29.78
Las Animas,2012,Motor Vehicle Theft,2,Adult,Property,2010-2014,1.67
Las Animas,2012,Motor Vehicle Theft,3,Juvenile,Property,2010-2014,22.34
Las Animas,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Las Animas,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Las Animas,2012,Robbery,6,Adult,Violent,2010-2014,5.01
Las Animas,2012,Robbery,1,Juvenile,Violent,2010-2014,7.45
Lincoln,2012,Aggravated Assault,6,Adult,Violent,2010-2014,13.66
Lincoln,2012,Aggravated Assault,0,Juvenile,Violent,2010-2014,0
Lincoln,2012,Arson,0,Adult,Property,2010-2014,0
Lincoln,2012,Arson,0,Juvenile,Property,2010-2014,0
Lincoln,2012,Burglary,0,Adult,Property,2010-2014,0
Lincoln,2012,Burglary,1,Juvenile,Property,2010-2014,21.93
Lincoln,2012,Drug Violations,3,Adult,Drug,2010-2014,6.83
Lincoln,2012,Drug Violations,0,Juvenile,Drug,2010-2014,0
Lincoln,2012,Forcible Rape,0,Adult,Violent,2010-2014,0
Lincoln,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Lincoln,2012,Larceny/Theft,14,Adult,Property,2010-2014,31.87
Lincoln,2012,Larceny/Theft,3,Juvenile,Property,2010-2014,65.79
Lincoln,2012,Motor Vehicle Theft,3,Adult,Property,2010-2014,6.83
Lincoln,2012,Motor Vehicle Theft,0,Juvenile,Property,2010-2014,0
Lincoln,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Lincoln,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Lincoln,2012,Robbery,0,Adult,Violent,2010-2014,0
Lincoln,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Logan,2012,Aggravated Assault,15,Adult,Violent,2010-2014,8.42
Logan,2012,Aggravated Assault,1,Juvenile,Violent,2010-2014,5.12
Logan,2012,Arson,0,Adult,Property,2010-2014,0
Logan,2012,Arson,0,Juvenile,Property,2010-2014,0
Logan,2012,Burglary,19,Adult,Property,2010-2014,10.66
Logan,2012,Burglary,1,Juvenile,Property,2010-2014,5.12
Logan,2012,Drug Violations,87,Adult,Drug,2010-2014,48.82
Logan,2012,Drug Violations,3,Juvenile,Drug,2010-2014,15.37
Logan,2012,Forcible Rape,0,Adult,Violent,2010-2014,0
Logan,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Logan,2012,Larceny/Theft,51,Adult,Property,2010-2014,28.62
Logan,2012,Larceny/Theft,5,Juvenile,Property,2010-2014,25.61
Logan,2012,Motor Vehicle Theft,2,Adult,Property,2010-2014,1.12
Logan,2012,Motor Vehicle Theft,0,Juvenile,Property,2010-2014,0
Logan,2012,Murder/Manslaughter,1,Adult,Violent,2010-2014,0.56
Logan,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Logan,2012,Robbery,0,Adult,Violent,2010-2014,0
Logan,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Mesa,2012,Aggravated Assault,132,Adult,Violent,2010-2014,11.62
Mesa,2012,Aggravated Assault,16,Juvenile,Violent,2010-2014,10.78
Mesa,2012,Arson,5,Adult,Property,2010-2014,0.44
Mesa,2012,Arson,1,Juvenile,Property,2010-2014,0.67
Mesa,2012,Burglary,101,Adult,Property,2010-2014,8.89
Mesa,2012,Burglary,12,Juvenile,Property,2010-2014,8.09
Mesa,2012,Drug Violations,662,Adult,Drug,2010-2014,58.26
Mesa,2012,Drug Violations,151,Juvenile,Drug,2010-2014,101.77
Mesa,2012,Forcible Rape,15,Adult,Violent,2010-2014,1.32
Mesa,2012,Forcible Rape,1,Juvenile,Violent,2010-2014,0.67
Mesa,2012,Larceny/Theft,667,Adult,Property,2010-2014,58.7
Mesa,2012,Larceny/Theft,204,Juvenile,Property,2010-2014,137.49
Mesa,2012,Motor Vehicle Theft,32,Adult,Property,2010-2014,2.82
Mesa,2012,Motor Vehicle Theft,19,Juvenile,Property,2010-2014,12.81
Mesa,2012,Murder/Manslaughter,6,Adult,Violent,2010-2014,0.53
Mesa,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Mesa,2012,Robbery,11,Adult,Violent,2010-2014,0.97
Mesa,2012,Robbery,1,Juvenile,Violent,2010-2014,0.67
Mineral,2012,Aggravated Assault,0,Adult,Violent,2010-2014,0
Mineral,2012,Aggravated Assault,0,Juvenile,Violent,2010-2014,0
Mineral,2012,Arson,0,Adult,Property,2010-2014,0
Mineral,2012,Arson,0,Juvenile,Property,2010-2014,0
Mineral,2012,Burglary,0,Adult,Property,2010-2014,0
Mineral,2012,Burglary,0,Juvenile,Property,2010-2014,0
Mineral,2012,Drug Violations,0,Adult,Drug,2010-2014,0
Mineral,2012,Drug Violations,0,Juvenile,Drug,2010-2014,0
Mineral,2012,Forcible Rape,0,Adult,Violent,2010-2014,0
Mineral,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Mineral,2012,Larceny/Theft,0,Adult,Property,2010-2014,0
Mineral,2012,Larceny/Theft,0,Juvenile,Property,2010-2014,0
Mineral,2012,Motor Vehicle Theft,0,Adult,Property,2010-2014,0
Mineral,2012,Motor Vehicle Theft,0,Juvenile,Property,2010-2014,0
Mineral,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Mineral,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Mineral,2012,Robbery,0,Adult,Violent,2010-2014,0
Mineral,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Moffat,2012,Aggravated Assault,11,Adult,Violent,2010-2014,11.42
Moffat,2012,Aggravated Assault,0,Juvenile,Violent,2010-2014,0
Moffat,2012,Arson,1,Adult,Property,2010-2014,1.04
Moffat,2012,Arson,1,Juvenile,Property,2010-2014,6.36
Moffat,2012,Burglary,7,Adult,Property,2010-2014,7.27
Moffat,2012,Burglary,0,Juvenile,Property,2010-2014,0
Moffat,2012,Drug Violations,97,Adult,Drug,2010-2014,100.74
Moffat,2012,Drug Violations,19,Juvenile,Drug,2010-2014,120.79
Moffat,2012,Forcible Rape,0,Adult,Violent,2010-2014,0
Moffat,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Moffat,2012,Larceny/Theft,54,Adult,Property,2010-2014,56.08
Moffat,2012,Larceny/Theft,16,Juvenile,Property,2010-2014,101.72
Moffat,2012,Motor Vehicle Theft,3,Adult,Property,2010-2014,3.12
Moffat,2012,Motor Vehicle Theft,1,Juvenile,Property,2010-2014,6.36
Moffat,2012,Murder/Manslaughter,1,Adult,Violent,2010-2014,1.04
Moffat,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Moffat,2012,Robbery,0,Adult,Violent,2010-2014,0
Moffat,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Montezuma,2012,Aggravated Assault,35,Adult,Violent,2010-2014,17.85
Montezuma,2012,Aggravated Assault,1,Juvenile,Violent,2010-2014,3.76
Montezuma,2012,Arson,1,Adult,Property,2010-2014,0.51
Montezuma,2012,Arson,0,Juvenile,Property,2010-2014,0
Montezuma,2012,Burglary,20,Adult,Property,2010-2014,10.2
Montezuma,2012,Burglary,3,Juvenile,Property,2010-2014,11.27
Montezuma,2012,Drug Violations,70,Adult,Drug,2010-2014,35.7
Montezuma,2012,Drug Violations,18,Juvenile,Drug,2010-2014,67.64
Montezuma,2012,Forcible Rape,1,Adult,Violent,2010-2014,0.51
Montezuma,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Montezuma,2012,Larceny/Theft,89,Adult,Property,2010-2014,45.39
Montezuma,2012,Larceny/Theft,19,Juvenile,Property,2010-2014,71.4
Montezuma,2012,Motor Vehicle Theft,11,Adult,Property,2010-2014,5.61
Montezuma,2012,Motor Vehicle Theft,2,Juvenile,Property,2010-2014,7.52
Montezuma,2012,Murder/Manslaughter,1,Adult,Violent,2010-2014,0.51
Montezuma,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Montezuma,2012,Robbery,4,Adult,Violent,2010-2014,2.04
Montezuma,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Montrose,2012,Aggravated Assault,39,Adult,Violent,2010-2014,12.6
Montrose,2012,Aggravated Assault,3,Juvenile,Violent,2010-2014,6.42
Montrose,2012,Arson,0,Adult,Property,2010-2014,0
Montrose,2012,Arson,0,Juvenile,Property,2010-2014,0
Montrose,2012,Burglary,24,Adult,Property,2010-2014,7.76
Montrose,2012,Burglary,3,Juvenile,Property,2010-2014,6.42
Montrose,2012,Drug Violations,127,Adult,Drug,2010-2014,41.04
Montrose,2012,Drug Violations,45,Juvenile,Drug,2010-2014,96.28
Montrose,2012,Forcible Rape,0,Adult,Violent,2010-2014,0
Montrose,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Montrose,2012,Larceny/Theft,149,Adult,Property,2010-2014,48.15
Montrose,2012,Larceny/Theft,82,Juvenile,Property,2010-2014,175.44
Montrose,2012,Motor Vehicle Theft,4,Adult,Property,2010-2014,1.29
Montrose,2012,Motor Vehicle Theft,2,Juvenile,Property,2010-2014,4.28
Montrose,2012,Murder/Manslaughter,3,Adult,Violent,2010-2014,0.97
Montrose,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Montrose,2012,Robbery,0,Adult,Violent,2010-2014,0
Montrose,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Morgan,2012,Aggravated Assault,7,Adult,Violent,2010-2014,3.41
Morgan,2012,Aggravated Assault,1,Juvenile,Violent,2010-2014,2.94
Morgan,2012,Arson,0,Adult,Property,2010-2014,0
Morgan,2012,Arson,1,Juvenile,Property,2010-2014,2.94
Morgan,2012,Burglary,11,Adult,Property,2010-2014,5.36
Morgan,2012,Burglary,5,Juvenile,Property,2010-2014,14.71
Morgan,2012,Drug Violations,68,Adult,Drug,2010-2014,33.13
Morgan,2012,Drug Violations,23,Juvenile,Drug,2010-2014,67.69
Morgan,2012,Forcible Rape,1,Adult,Violent,2010-2014,0.49
Morgan,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Morgan,2012,Larceny/Theft,71,Adult,Property,2010-2014,34.59
Morgan,2012,Larceny/Theft,17,Juvenile,Property,2010-2014,50.03
Morgan,2012,Motor Vehicle Theft,3,Adult,Property,2010-2014,1.46
Morgan,2012,Motor Vehicle Theft,0,Juvenile,Property,2010-2014,0
Morgan,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Morgan,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Morgan,2012,Robbery,0,Adult,Violent,2010-2014,0
Morgan,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Otero,2012,Aggravated Assault,5,Adult,Violent,2010-2014,3.53
Otero,2012,Aggravated Assault,0,Juvenile,Violent,2010-2014,0
Otero,2012,Arson,2,Adult,Property,2010-2014,1.41
Otero,2012,Arson,0,Juvenile,Property,2010-2014,0
Otero,2012,Burglary,5,Adult,Property,2010-2014,3.53
Otero,2012,Burglary,0,Juvenile,Property,2010-2014,0
Otero,2012,Drug Violations,17,Adult,Drug,2010-2014,12
Otero,2012,Drug Violations,5,Juvenile,Drug,2010-2014,25.1
Otero,2012,Forcible Rape,1,Adult,Violent,2010-2014,0.71
Otero,2012,Forcible Rape,1,Juvenile,Violent,2010-2014,5.02
Otero,2012,Larceny/Theft,25,Adult,Property,2010-2014,17.64
Otero,2012,Larceny/Theft,2,Juvenile,Property,2010-2014,10.04
Otero,2012,Motor Vehicle Theft,1,Adult,Property,2010-2014,0.71
Otero,2012,Motor Vehicle Theft,0,Juvenile,Property,2010-2014,0
Otero,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Otero,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Otero,2012,Robbery,1,Adult,Violent,2010-2014,0.71
Otero,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Ouray,2012,Aggravated Assault,0,Adult,Violent,2010-2014,0
Ouray,2012,Aggravated Assault,0,Juvenile,Violent,2010-2014,0
Ouray,2012,Arson,0,Adult,Property,2010-2014,0
Ouray,2012,Arson,0,Juvenile,Property,2010-2014,0
Ouray,2012,Burglary,0,Adult,Property,2010-2014,0
Ouray,2012,Burglary,0,Juvenile,Property,2010-2014,0
Ouray,2012,Drug Violations,0,Adult,Drug,2010-2014,0
Ouray,2012,Drug Violations,0,Juvenile,Drug,2010-2014,0
Ouray,2012,Forcible Rape,0,Adult,Violent,2010-2014,0
Ouray,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Ouray,2012,Larceny/Theft,0,Adult,Property,2010-2014,0
Ouray,2012,Larceny/Theft,0,Juvenile,Property,2010-2014,0
Ouray,2012,Motor Vehicle Theft,0,Adult,Property,2010-2014,0
Ouray,2012,Motor Vehicle Theft,0,Juvenile,Property,2010-2014,0
Ouray,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Ouray,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Ouray,2012,Robbery,0,Adult,Violent,2010-2014,0
Ouray,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Park,2012,Aggravated Assault,11,Adult,Violent,2010-2014,8.36
Park,2012,Aggravated Assault,0,Juvenile,Violent,2010-2014,0
Park,2012,Arson,1,Adult,Property,2010-2014,0.76
Park,2012,Arson,0,Juvenile,Property,2010-2014,0
Park,2012,Burglary,3,Adult,Property,2010-2014,2.28
Park,2012,Burglary,0,Juvenile,Property,2010-2014,0
Park,2012,Drug Violations,14,Adult,Drug,2010-2014,10.64
Park,2012,Drug Violations,0,Juvenile,Drug,2010-2014,0
Park,2012,Forcible Rape,1,Adult,Violent,2010-2014,0.76
Park,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Park,2012,Larceny/Theft,2,Adult,Property,2010-2014,1.52
Park,2012,Larceny/Theft,0,Juvenile,Property,2010-2014,0
Park,2012,Motor Vehicle Theft,0,Adult,Property,2010-2014,0
Park,2012,Motor Vehicle Theft,0,Juvenile,Property,2010-2014,0
Park,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Park,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Park,2012,Robbery,0,Adult,Violent,2010-2014,0
Park,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Phillips,2012,Aggravated Assault,1,Adult,Violent,2010-2014,3.03
Phillips,2012,Aggravated Assault,0,Juvenile,Violent,2010-2014,0
Phillips,2012,Arson,0,Adult,Property,2010-2014,0
Phillips,2012,Arson,0,Juvenile,Property,2010-2014,0
Phillips,2012,Burglary,3,Adult,Property,2010-2014,9.09
Phillips,2012,Burglary,0,Juvenile,Property,2010-2014,0
Phillips,2012,Drug Violations,1,Adult,Drug,2010-2014,3.03
Phillips,2012,Drug Violations,0,Juvenile,Drug,2010-2014,0
Phillips,2012,Forcible Rape,0,Adult,Violent,2010-2014,0
Phillips,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Phillips,2012,Larceny/Theft,3,Adult,Property,2010-2014,9.09
Phillips,2012,Larceny/Theft,0,Juvenile,Property,2010-2014,0
Phillips,2012,Motor Vehicle Theft,0,Adult,Property,2010-2014,0
Phillips,2012,Motor Vehicle Theft,1,Juvenile,Property,2010-2014,20.37
Phillips,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Phillips,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Phillips,2012,Robbery,0,Adult,Violent,2010-2014,0
Phillips,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Pitkin,2012,Aggravated Assault,7,Adult,Violent,2010-2014,4.91
Pitkin,2012,Aggravated Assault,0,Juvenile,Violent,2010-2014,0
Pitkin,2012,Arson,0,Adult,Property,2010-2014,0
Pitkin,2012,Arson,0,Juvenile,Property,2010-2014,0
Pitkin,2012,Burglary,4,Adult,Property,2010-2014,2.81
Pitkin,2012,Burglary,0,Juvenile,Property,2010-2014,0
Pitkin,2012,Drug Violations,21,Adult,Drug,2010-2014,14.73
Pitkin,2012,Drug Violations,2,Juvenile,Drug,2010-2014,14.4
Pitkin,2012,Forcible Rape,0,Adult,Violent,2010-2014,0
Pitkin,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Pitkin,2012,Larceny/Theft,29,Adult,Property,2010-2014,20.34
Pitkin,2012,Larceny/Theft,3,Juvenile,Property,2010-2014,21.6
Pitkin,2012,Motor Vehicle Theft,0,Adult,Property,2010-2014,0
Pitkin,2012,Motor Vehicle Theft,0,Juvenile,Property,2010-2014,0
Pitkin,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Pitkin,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Pitkin,2012,Robbery,0,Adult,Violent,2010-2014,0
Pitkin,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Prowers,2012,Aggravated Assault,9,Adult,Violent,2010-2014,9.95
Prowers,2012,Aggravated Assault,3,Juvenile,Violent,2010-2014,20.88
Prowers,2012,Arson,0,Adult,Property,2010-2014,0
Prowers,2012,Arson,0,Juvenile,Property,2010-2014,0
Prowers,2012,Burglary,6,Adult,Property,2010-2014,6.63
Prowers,2012,Burglary,1,Juvenile,Property,2010-2014,6.96
Prowers,2012,Drug Violations,94,Adult,Drug,2010-2014,103.88
Prowers,2012,Drug Violations,16,Juvenile,Drug,2010-2014,111.34
Prowers,2012,Forcible Rape,0,Adult,Violent,2010-2014,0
Prowers,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Prowers,2012,Larceny/Theft,55,Adult,Property,2010-2014,60.78
Prowers,2012,Larceny/Theft,13,Juvenile,Property,2010-2014,90.47
Prowers,2012,Motor Vehicle Theft,4,Adult,Property,2010-2014,4.42
Prowers,2012,Motor Vehicle Theft,1,Juvenile,Property,2010-2014,6.96
Prowers,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Prowers,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Prowers,2012,Robbery,1,Adult,Violent,2010-2014,1.11
Prowers,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Pueblo,2012,Aggravated Assault,161,Adult,Violent,2010-2014,13.13
Pueblo,2012,Aggravated Assault,14,Juvenile,Violent,2010-2014,7.98
Pueblo,2012,Arson,1,Adult,Property,2010-2014,0.08
Pueblo,2012,Arson,0,Juvenile,Property,2010-2014,0
Pueblo,2012,Burglary,85,Adult,Property,2010-2014,6.93
Pueblo,2012,Burglary,12,Juvenile,Property,2010-2014,6.84
Pueblo,2012,Drug Violations,171,Adult,Drug,2010-2014,13.95
Pueblo,2012,Drug Violations,2,Juvenile,Drug,2010-2014,1.14
Pueblo,2012,Forcible Rape,1,Adult,Violent,2010-2014,0.08
Pueblo,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Pueblo,2012,Larceny/Theft,80,Adult,Property,2010-2014,6.53
Pueblo,2012,Larceny/Theft,15,Juvenile,Property,2010-2014,8.55
Pueblo,2012,Motor Vehicle Theft,27,Adult,Property,2010-2014,2.2
Pueblo,2012,Motor Vehicle Theft,4,Juvenile,Property,2010-2014,2.28
Pueblo,2012,Murder/Manslaughter,6,Adult,Violent,2010-2014,0.49
Pueblo,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Pueblo,2012,Robbery,45,Adult,Violent,2010-2014,3.67
Pueblo,2012,Robbery,4,Juvenile,Violent,2010-2014,2.28
Rio Blanco,2012,Aggravated Assault,5,Adult,Violent,2010-2014,9.76
Rio Blanco,2012,Aggravated Assault,0,Juvenile,Violent,2010-2014,0
Rio Blanco,2012,Arson,0,Adult,Property,2010-2014,0
Rio Blanco,2012,Arson,0,Juvenile,Property,2010-2014,0
Rio Blanco,2012,Burglary,3,Adult,Property,2010-2014,5.86
Rio Blanco,2012,Burglary,1,Juvenile,Property,2010-2014,13.59
Rio Blanco,2012,Drug Violations,25,Adult,Drug,2010-2014,48.82
Rio Blanco,2012,Drug Violations,2,Juvenile,Drug,2010-2014,27.17
Rio Blanco,2012,Forcible Rape,1,Adult,Violent,2010-2014,1.95
Rio Blanco,2012,Forcible Rape,0,Juvenile,Violent,2010-2014,0
Rio Blanco,2012,Larceny/Theft,5,Adult,Property,2010-2014,9.76
Rio Blanco,2012,Larceny/Theft,0,Juvenile,Property,2010-2014,0
Rio Blanco,2012,Motor Vehicle Theft,1,Adult,Property,2010-2014,1.95
Rio Blanco,2012,Motor Vehicle Theft,0,Juvenile,Property,2010-2014,0
Rio Blanco,2012,Murder/Manslaughter,0,Adult,Violent,2010-2014,0
Rio Blanco,2012,Murder/Manslaughter,0,Juvenile,Violent,2010-2014,0
Rio Blanco,2012,Robbery,1,Adult,Violent,2010-2014,1.95
Rio Blanco,2012,Robbery,0,Juvenile,Violent,2010-2014,0
Rio Grande,2012,Aggravated Assault,5,Adult,Violent,2010-2014,5.56
Rio Grande,2012,Aggravated Assault,0,Juvenile,Violent,2010-2014,0
Rio Grande,2012,Arson,1,Adult,Property,2010-2014,1.11
Rio Grande,2012,Arson,0,Juvenile,Property,2010-2014,0
Rio Grande,2012,Burglary,6,Adult,Property,2010-2014,6.67
Rio Grande,2012,Burglary,1,Juvenile,Property,2010-2014,7.75
Rio Grande,2012,Drug Violations,18,Adult,Drug,2010-2014,20.01
