County,Year,Crime,Arrests,Age Group,Which,Year group,Rate
Washington,1992,Larceny/Theft,0,Juvenile,Property,1992-1994,0
Washington,1992,Motor Vehicle Theft,1,Adult,Property,1992-1994,2.8
Washington,1992,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Washington,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Washington,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Washington,1992,Robbery,0,Adult,Violent,1992-1994,0
Washington,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Weld,1992,Aggravated Assault,115,Adult,Violent,1992-1994,11.43
Weld,1992,Aggravated Assault,14,Juvenile,Violent,1992-1994,8.33
Weld,1992,Arson,3,Adult,Property,1992-1994,0.3
Weld,1992,Arson,8,Juvenile,Property,1992-1994,4.76
Weld,1992,Burglary,131,Adult,Property,1992-1994,13.02
Weld,1992,Burglary,81,Juvenile,Property,1992-1994,48.21
Weld,1992,Drug Violations,118,Adult,Drug,1992-1994,11.73
Weld,1992,Drug Violations,20,Juvenile,Drug,1992-1994,11.9
Weld,1992,Forcible rape,11,Adult,Violent,1992-1994,1.09
Weld,1992,Forcible rape,1,Juvenile,Violent,1992-1994,0.6
Weld,1992,Larceny/Theft,775,Adult,Property,1992-1994,77.04
Weld,1992,Larceny/Theft,452,Juvenile,Property,1992-1994,269
Weld,1992,Motor Vehicle Theft,22,Adult,Property,1992-1994,2.19
Weld,1992,Motor Vehicle Theft,29,Juvenile,Property,1992-1994,17.26
Weld,1992,Murder/Manslaughter,3,Adult,Violent,1992-1994,0.3
Weld,1992,Murder/Manslaughter,1,Juvenile,Violent,1992-1994,0.6
Weld,1992,Robbery,10,Adult,Violent,1992-1994,0.99
Weld,1992,Robbery,5,Juvenile,Violent,1992-1994,2.98
Yuma,1992,Aggravated Assault,5,Adult,Violent,1992-1994,7.79
Yuma,1992,Aggravated Assault,1,Juvenile,Violent,1992-1994,8.17
Yuma,1992,Arson,2,Adult,Property,1992-1994,3.12
Yuma,1992,Arson,4,Juvenile,Property,1992-1994,32.68
Yuma,1992,Burglary,3,Adult,Property,1992-1994,4.68
Yuma,1992,Burglary,12,Juvenile,Property,1992-1994,98.04
Yuma,1992,Drug Violations,2,Adult,Drug,1992-1994,3.12
Yuma,1992,Drug Violations,0,Juvenile,Drug,1992-1994,0
Yuma,1992,Forcible rape,0,Adult,Violent,1992-1994,0
Yuma,1992,Forcible rape,2,Juvenile,Violent,1992-1994,16.34
Yuma,1992,Larceny/Theft,5,Adult,Property,1992-1994,7.79
Yuma,1992,Larceny/Theft,12,Juvenile,Property,1992-1994,98.04
Yuma,1992,Motor Vehicle Theft,2,Adult,Property,1992-1994,3.12
Yuma,1992,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Yuma,1992,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Yuma,1992,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Yuma,1992,Robbery,0,Adult,Violent,1992-1994,0
Yuma,1992,Robbery,0,Juvenile,Violent,1992-1994,0
Adams,1993,Aggravated Assault,1859,Adult,Violent,1992-1994,89.98
Adams,1993,Aggravated Assault,515,Juvenile,Violent,1992-1994,150.48
Adams,1993,Arson,25,Adult,Property,1992-1994,1.21
Adams,1993,Arson,36,Juvenile,Property,1992-1994,10.52
Adams,1993,Burglary,313,Adult,Property,1992-1994,15.15
Adams,1993,Burglary,344,Juvenile,Property,1992-1994,100.51
Adams,1993,Drug Violations,1306,Adult,Drug,1992-1994,63.21
Adams,1993,Drug Violations,306,Juvenile,Drug,1992-1994,89.41
Adams,1993,Forcible rape,85,Adult,Violent,1992-1994,4.11
Adams,1993,Forcible rape,15,Juvenile,Violent,1992-1994,4.38
Adams,1993,Larceny/Theft,3683,Adult,Property,1992-1994,178.26
Adams,1993,Larceny/Theft,2549,Juvenile,Property,1992-1994,744.8
Adams,1993,Motor Vehicle Theft,245,Adult,Property,1992-1994,11.86
Adams,1993,Motor Vehicle Theft,282,Juvenile,Property,1992-1994,82.4
Adams,1993,Murder/Manslaughter,23,Adult,Violent,1992-1994,1.11
Adams,1993,Murder/Manslaughter,8,Juvenile,Violent,1992-1994,2.34
Adams,1993,Robbery,191,Adult,Violent,1992-1994,9.24
Adams,1993,Robbery,11,Juvenile,Violent,1992-1994,3.21
Alamosa,1993,Aggravated Assault,5,Adult,Violent,1992-1994,5.13
Alamosa,1993,Aggravated Assault,5,Juvenile,Violent,1992-1994,29.82
Alamosa,1993,Arson,0,Adult,Property,1992-1994,0
Alamosa,1993,Arson,0,Juvenile,Property,1992-1994,0
Alamosa,1993,Burglary,18,Adult,Property,1992-1994,18.45
Alamosa,1993,Burglary,5,Juvenile,Property,1992-1994,29.82
Alamosa,1993,Drug Violations,69,Adult,Drug,1992-1994,70.73
Alamosa,1993,Drug Violations,3,Juvenile,Drug,1992-1994,17.89
Alamosa,1993,Forcible rape,19,Adult,Violent,1992-1994,19.48
Alamosa,1993,Forcible rape,3,Juvenile,Violent,1992-1994,17.89
Alamosa,1993,Larceny/Theft,179,Adult,Property,1992-1994,183.48
Alamosa,1993,Larceny/Theft,126,Juvenile,Property,1992-1994,751.34
Alamosa,1993,Motor Vehicle Theft,1,Adult,Property,1992-1994,1.03
Alamosa,1993,Motor Vehicle Theft,4,Juvenile,Property,1992-1994,23.85
Alamosa,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Alamosa,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Alamosa,1993,Robbery,0,Adult,Violent,1992-1994,0
Alamosa,1993,Robbery,0,Juvenile,Violent,1992-1994,0
Arapahoe,1993,Aggravated Assault,205,Adult,Violent,1992-1994,6.57
Arapahoe,1993,Aggravated Assault,48,Juvenile,Violent,1992-1994,9.65
Arapahoe,1993,Arson,10,Adult,Property,1992-1994,0.32
Arapahoe,1993,Arson,32,Juvenile,Property,1992-1994,6.44
Arapahoe,1993,Burglary,74,Adult,Property,1992-1994,2.37
Arapahoe,1993,Burglary,43,Juvenile,Property,1992-1994,8.65
Arapahoe,1993,Drug Violations,225,Adult,Drug,1992-1994,7.22
Arapahoe,1993,Drug Violations,97,Juvenile,Drug,1992-1994,19.51
Arapahoe,1993,Forcible rape,5,Adult,Violent,1992-1994,0.16
Arapahoe,1993,Forcible rape,1,Juvenile,Violent,1992-1994,0.2
Arapahoe,1993,Larceny/Theft,781,Adult,Property,1992-1994,25.05
Arapahoe,1993,Larceny/Theft,473,Juvenile,Property,1992-1994,95.13
Arapahoe,1993,Motor Vehicle Theft,28,Adult,Property,1992-1994,0.9
Arapahoe,1993,Motor Vehicle Theft,34,Juvenile,Property,1992-1994,6.84
Arapahoe,1993,Murder/Manslaughter,2,Adult,Violent,1992-1994,0.06
Arapahoe,1993,Murder/Manslaughter,1,Juvenile,Violent,1992-1994,0.2
Arapahoe,1993,Robbery,30,Adult,Violent,1992-1994,0.96
Arapahoe,1993,Robbery,17,Juvenile,Violent,1992-1994,3.42
Archuleta,1993,Aggravated Assault,9,Adult,Violent,1992-1994,20.28
Archuleta,1993,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Archuleta,1993,Arson,0,Adult,Property,1992-1994,0
Archuleta,1993,Arson,0,Juvenile,Property,1992-1994,0
Archuleta,1993,Burglary,0,Adult,Property,1992-1994,0
Archuleta,1993,Burglary,0,Juvenile,Property,1992-1994,0
Archuleta,1993,Drug Violations,1,Adult,Drug,1992-1994,2.25
Archuleta,1993,Drug Violations,0,Juvenile,Drug,1992-1994,0
Archuleta,1993,Forcible rape,0,Adult,Violent,1992-1994,0
Archuleta,1993,Forcible rape,0,Juvenile,Violent,1992-1994,0
Archuleta,1993,Larceny/Theft,3,Adult,Property,1992-1994,6.76
Archuleta,1993,Larceny/Theft,5,Juvenile,Property,1992-1994,63.69
Archuleta,1993,Motor Vehicle Theft,1,Adult,Property,1992-1994,2.25
Archuleta,1993,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Archuleta,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Archuleta,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Archuleta,1993,Robbery,0,Adult,Violent,1992-1994,0
Archuleta,1993,Robbery,0,Juvenile,Violent,1992-1994,0
Baca,1993,Aggravated Assault,5,Adult,Violent,1992-1994,15.42
Baca,1993,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Baca,1993,Arson,0,Adult,Property,1992-1994,0
Baca,1993,Arson,0,Juvenile,Property,1992-1994,0
Baca,1993,Burglary,1,Adult,Property,1992-1994,3.08
Baca,1993,Burglary,1,Juvenile,Property,1992-1994,20.04
Baca,1993,Drug Violations,3,Adult,Drug,1992-1994,9.25
Baca,1993,Drug Violations,0,Juvenile,Drug,1992-1994,0
Baca,1993,Forcible rape,0,Adult,Violent,1992-1994,0
Baca,1993,Forcible rape,0,Juvenile,Violent,1992-1994,0
Baca,1993,Larceny/Theft,3,Adult,Property,1992-1994,9.25
Baca,1993,Larceny/Theft,0,Juvenile,Property,1992-1994,0
Baca,1993,Motor Vehicle Theft,1,Adult,Property,1992-1994,3.08
Baca,1993,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Baca,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Baca,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Baca,1993,Robbery,0,Adult,Violent,1992-1994,0
Baca,1993,Robbery,0,Juvenile,Violent,1992-1994,0
Bent,1993,Aggravated Assault,12,Adult,Violent,1992-1994,30.07
Bent,1993,Aggravated Assault,1,Juvenile,Violent,1992-1994,15.36
Bent,1993,Arson,0,Adult,Property,1992-1994,0
Bent,1993,Arson,0,Juvenile,Property,1992-1994,0
Bent,1993,Burglary,5,Adult,Property,1992-1994,12.53
Bent,1993,Burglary,2,Juvenile,Property,1992-1994,30.72
Bent,1993,Drug Violations,1,Adult,Drug,1992-1994,2.51
Bent,1993,Drug Violations,1,Juvenile,Drug,1992-1994,15.36
Bent,1993,Forcible rape,0,Adult,Violent,1992-1994,0
Bent,1993,Forcible rape,0,Juvenile,Violent,1992-1994,0
Bent,1993,Larceny/Theft,13,Adult,Property,1992-1994,32.57
Bent,1993,Larceny/Theft,8,Juvenile,Property,1992-1994,122.89
Bent,1993,Motor Vehicle Theft,1,Adult,Property,1992-1994,2.51
Bent,1993,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Bent,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Bent,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Bent,1993,Robbery,0,Adult,Violent,1992-1994,0
Bent,1993,Robbery,0,Juvenile,Violent,1992-1994,0
Boulder,1993,Aggravated Assault,206,Adult,Violent,1992-1994,10.83
Boulder,1993,Aggravated Assault,44,Juvenile,Violent,1992-1994,18.46
Boulder,1993,Arson,9,Adult,Property,1992-1994,0.47
Boulder,1993,Arson,8,Juvenile,Property,1992-1994,3.36
Boulder,1993,Burglary,176,Adult,Property,1992-1994,9.25
Boulder,1993,Burglary,98,Juvenile,Property,1992-1994,41.11
Boulder,1993,Drug Violations,399,Adult,Drug,1992-1994,20.97
Boulder,1993,Drug Violations,114,Juvenile,Drug,1992-1994,47.82
Boulder,1993,Forcible rape,24,Adult,Violent,1992-1994,1.26
Boulder,1993,Forcible rape,4,Juvenile,Violent,1992-1994,1.68
Boulder,1993,Larceny/Theft,1355,Adult,Property,1992-1994,71.21
Boulder,1993,Larceny/Theft,807,Juvenile,Property,1992-1994,338.54
Boulder,1993,Motor Vehicle Theft,51,Adult,Property,1992-1994,2.68
Boulder,1993,Motor Vehicle Theft,101,Juvenile,Property,1992-1994,42.37
Boulder,1993,Murder/Manslaughter,1,Adult,Violent,1992-1994,0.05
Boulder,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Boulder,1993,Robbery,19,Adult,Violent,1992-1994,1
Boulder,1993,Robbery,9,Juvenile,Violent,1992-1994,3.78
Broomfield,1993,Aggravated Assault,20,Adult,Violent,1992-1994,#Error
Broomfield,1993,Aggravated Assault,8,Juvenile,Violent,1992-1994,#Error
Broomfield,1993,Arson,0,Adult,Property,1992-1994,#Error
Broomfield,1993,Arson,0,Juvenile,Property,1992-1994,#Error
Broomfield,1993,Burglary,10,Adult,Property,1992-1994,#Error
Broomfield,1993,Burglary,11,Juvenile,Property,1992-1994,#Error
Broomfield,1993,Drug Violations,11,Adult,Drug,1992-1994,#Error
Broomfield,1993,Drug Violations,9,Juvenile,Drug,1992-1994,#Error
Broomfield,1993,Forcible rape,0,Adult,Violent,1992-1994,#Error
Broomfield,1993,Forcible rape,1,Juvenile,Violent,1992-1994,#Error
Broomfield,1993,Larceny/Theft,49,Adult,Property,1992-1994,#Error
Broomfield,1993,Larceny/Theft,33,Juvenile,Property,1992-1994,#Error
Broomfield,1993,Motor Vehicle Theft,7,Adult,Property,1992-1994,#Error
Broomfield,1993,Motor Vehicle Theft,9,Juvenile,Property,1992-1994,#Error
Broomfield,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,#Error
Broomfield,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,#Error
Broomfield,1993,Robbery,0,Adult,Violent,1992-1994,#Error
Broomfield,1993,Robbery,0,Juvenile,Violent,1992-1994,#Error
Chaffee,1993,Aggravated Assault,13,Adult,Violent,1992-1994,12.14
Chaffee,1993,Aggravated Assault,13,Juvenile,Violent,1992-1994,90.22
Chaffee,1993,Arson,0,Adult,Property,1992-1994,0
Chaffee,1993,Arson,0,Juvenile,Property,1992-1994,0
Chaffee,1993,Burglary,10,Adult,Property,1992-1994,9.34
Chaffee,1993,Burglary,10,Juvenile,Property,1992-1994,69.4
Chaffee,1993,Drug Violations,14,Adult,Drug,1992-1994,13.08
Chaffee,1993,Drug Violations,14,Juvenile,Drug,1992-1994,97.15
Chaffee,1993,Forcible rape,0,Adult,Violent,1992-1994,0
Chaffee,1993,Forcible rape,0,Juvenile,Violent,1992-1994,0
Chaffee,1993,Larceny/Theft,39,Adult,Property,1992-1994,36.42
Chaffee,1993,Larceny/Theft,39,Juvenile,Property,1992-1994,270.65
Chaffee,1993,Motor Vehicle Theft,1,Adult,Property,1992-1994,0.93
Chaffee,1993,Motor Vehicle Theft,1,Juvenile,Property,1992-1994,6.94
Chaffee,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Chaffee,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Chaffee,1993,Robbery,0,Adult,Violent,1992-1994,0
Chaffee,1993,Robbery,0,Juvenile,Violent,1992-1994,0
Cheyenne,1993,Aggravated Assault,5,Adult,Violent,1992-1994,31.19
Cheyenne,1993,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Cheyenne,1993,Arson,0,Adult,Property,1992-1994,0
Cheyenne,1993,Arson,0,Juvenile,Property,1992-1994,0
Cheyenne,1993,Burglary,2,Adult,Property,1992-1994,12.48
Cheyenne,1993,Burglary,0,Juvenile,Property,1992-1994,0
Cheyenne,1993,Drug Violations,2,Adult,Drug,1992-1994,12.48
Cheyenne,1993,Drug Violations,0,Juvenile,Drug,1992-1994,0
Cheyenne,1993,Forcible rape,0,Adult,Violent,1992-1994,0
Cheyenne,1993,Forcible rape,0,Juvenile,Violent,1992-1994,0
Cheyenne,1993,Larceny/Theft,1,Adult,Property,1992-1994,6.24
Cheyenne,1993,Larceny/Theft,0,Juvenile,Property,1992-1994,0
Cheyenne,1993,Motor Vehicle Theft,0,Adult,Property,1992-1994,0
Cheyenne,1993,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Cheyenne,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Cheyenne,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Cheyenne,1993,Robbery,0,Adult,Violent,1992-1994,0
Cheyenne,1993,Robbery,0,Juvenile,Violent,1992-1994,0
Clear Creek,1993,Aggravated Assault,17,Adult,Violent,1992-1994,28.16
Clear Creek,1993,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Clear Creek,1993,Arson,0,Adult,Property,1992-1994,0
Clear Creek,1993,Arson,0,Juvenile,Property,1992-1994,0
Clear Creek,1993,Burglary,9,Adult,Property,1992-1994,14.91
Clear Creek,1993,Burglary,0,Juvenile,Property,1992-1994,0
Clear Creek,1993,Drug Violations,9,Adult,Drug,1992-1994,14.91
Clear Creek,1993,Drug Violations,3,Juvenile,Drug,1992-1994,34.13
Clear Creek,1993,Forcible rape,0,Adult,Violent,1992-1994,0
Clear Creek,1993,Forcible rape,0,Juvenile,Violent,1992-1994,0
Clear Creek,1993,Larceny/Theft,25,Adult,Property,1992-1994,41.42
Clear Creek,1993,Larceny/Theft,9,Juvenile,Property,1992-1994,102.39
Clear Creek,1993,Motor Vehicle Theft,3,Adult,Property,1992-1994,4.97
Clear Creek,1993,Motor Vehicle Theft,1,Juvenile,Property,1992-1994,11.38
Clear Creek,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Clear Creek,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Clear Creek,1993,Robbery,2,Adult,Violent,1992-1994,3.31
Clear Creek,1993,Robbery,0,Juvenile,Violent,1992-1994,0
Conejos,1993,Aggravated Assault,3,Adult,Violent,1992-1994,5.93
Conejos,1993,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Conejos,1993,Arson,0,Adult,Property,1992-1994,0
Conejos,1993,Arson,0,Juvenile,Property,1992-1994,0
Conejos,1993,Burglary,0,Adult,Property,1992-1994,0
Conejos,1993,Burglary,0,Juvenile,Property,1992-1994,0
Conejos,1993,Drug Violations,7,Adult,Drug,1992-1994,13.84
Conejos,1993,Drug Violations,0,Juvenile,Drug,1992-1994,0
Conejos,1993,Forcible rape,0,Adult,Violent,1992-1994,0
Conejos,1993,Forcible rape,0,Juvenile,Violent,1992-1994,0
Conejos,1993,Larceny/Theft,3,Adult,Property,1992-1994,5.93
Conejos,1993,Larceny/Theft,0,Juvenile,Property,1992-1994,0
Conejos,1993,Motor Vehicle Theft,0,Adult,Property,1992-1994,0
Conejos,1993,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Conejos,1993,Murder/Manslaughter,1,Adult,Violent,1992-1994,1.98
Conejos,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Conejos,1993,Robbery,0,Adult,Violent,1992-1994,0
Conejos,1993,Robbery,0,Juvenile,Violent,1992-1994,0
Costilla,1993,Aggravated Assault,5,Adult,Violent,1992-1994,20.61
Costilla,1993,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Costilla,1993,Arson,0,Adult,Property,1992-1994,0
Costilla,1993,Arson,0,Juvenile,Property,1992-1994,0
Costilla,1993,Burglary,1,Adult,Property,1992-1994,4.12
Costilla,1993,Burglary,1,Juvenile,Property,1992-1994,24.1
Costilla,1993,Drug Violations,8,Adult,Drug,1992-1994,32.98
Costilla,1993,Drug Violations,0,Juvenile,Drug,1992-1994,0
Costilla,1993,Forcible rape,0,Adult,Violent,1992-1994,0
Costilla,1993,Forcible rape,0,Juvenile,Violent,1992-1994,0
Costilla,1993,Larceny/Theft,1,Adult,Property,1992-1994,4.12
Costilla,1993,Larceny/Theft,2,Juvenile,Property,1992-1994,48.19
Costilla,1993,Motor Vehicle Theft,1,Adult,Property,1992-1994,4.12
Costilla,1993,Motor Vehicle Theft,1,Juvenile,Property,1992-1994,24.1
Costilla,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Costilla,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Costilla,1993,Robbery,0,Adult,Violent,1992-1994,0
Costilla,1993,Robbery,0,Juvenile,Violent,1992-1994,0
Crowley,1993,Aggravated Assault,1,Adult,Violent,1992-1994,3.03
Crowley,1993,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Crowley,1993,Arson,0,Adult,Property,1992-1994,0
Crowley,1993,Arson,0,Juvenile,Property,1992-1994,0
Crowley,1993,Burglary,0,Adult,Property,1992-1994,0
Crowley,1993,Burglary,0,Juvenile,Property,1992-1994,0
Crowley,1993,Drug Violations,1,Adult,Drug,1992-1994,3.03
Crowley,1993,Drug Violations,0,Juvenile,Drug,1992-1994,0
Crowley,1993,Forcible rape,0,Adult,Violent,1992-1994,0
Crowley,1993,Forcible rape,0,Juvenile,Violent,1992-1994,0
Crowley,1993,Larceny/Theft,1,Adult,Property,1992-1994,3.03
Crowley,1993,Larceny/Theft,0,Juvenile,Property,1992-1994,0
Crowley,1993,Motor Vehicle Theft,0,Adult,Property,1992-1994,0
Crowley,1993,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Crowley,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Crowley,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Crowley,1993,Robbery,0,Adult,Violent,1992-1994,0
Crowley,1993,Robbery,0,Juvenile,Violent,1992-1994,0
Custer,1993,Aggravated Assault,2,Adult,Violent,1992-1994,11.55
Custer,1993,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Custer,1993,Arson,0,Adult,Property,1992-1994,0
Custer,1993,Arson,0,Juvenile,Property,1992-1994,0
Custer,1993,Burglary,5,Adult,Property,1992-1994,28.87
Custer,1993,Burglary,0,Juvenile,Property,1992-1994,0
Custer,1993,Drug Violations,8,Adult,Drug,1992-1994,46.19
Custer,1993,Drug Violations,0,Juvenile,Drug,1992-1994,0
Custer,1993,Forcible rape,0,Adult,Violent,1992-1994,0
Custer,1993,Forcible rape,0,Juvenile,Violent,1992-1994,0
Custer,1993,Larceny/Theft,5,Adult,Property,1992-1994,28.87
Custer,1993,Larceny/Theft,2,Juvenile,Property,1992-1994,68.03
Custer,1993,Motor Vehicle Theft,0,Adult,Property,1992-1994,0
Custer,1993,Motor Vehicle Theft,1,Juvenile,Property,1992-1994,34.01
Custer,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Custer,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Custer,1993,Robbery,0,Adult,Violent,1992-1994,0
Custer,1993,Robbery,0,Juvenile,Violent,1992-1994,0
Delta,1993,Aggravated Assault,18,Adult,Violent,1992-1994,10.24
Delta,1993,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Delta,1993,Arson,1,Adult,Property,1992-1994,0.57
Delta,1993,Arson,1,Juvenile,Property,1992-1994,3.72
Delta,1993,Burglary,6,Adult,Property,1992-1994,3.41
Delta,1993,Burglary,8,Juvenile,Property,1992-1994,29.76
Delta,1993,Drug Violations,18,Adult,Drug,1992-1994,10.24
Delta,1993,Drug Violations,2,Juvenile,Drug,1992-1994,7.44
Delta,1993,Forcible rape,1,Adult,Violent,1992-1994,0.57
Delta,1993,Forcible rape,0,Juvenile,Violent,1992-1994,0
Delta,1993,Larceny/Theft,39,Adult,Property,1992-1994,22.19
Delta,1993,Larceny/Theft,11,Juvenile,Property,1992-1994,40.92
Delta,1993,Motor Vehicle Theft,2,Adult,Property,1992-1994,1.14
Delta,1993,Motor Vehicle Theft,1,Juvenile,Property,1992-1994,3.72
Delta,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Delta,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Delta,1993,Robbery,1,Adult,Violent,1992-1994,0.57
Delta,1993,Robbery,0,Juvenile,Violent,1992-1994,0
Denver,1993,Aggravated Assault,972,Adult,Violent,1992-1994,24.88
Denver,1993,Aggravated Assault,82,Juvenile,Violent,1992-1994,19.32
Denver,1993,Arson,25,Adult,Property,1992-1994,0.64
Denver,1993,Arson,0,Juvenile,Property,1992-1994,0
Denver,1993,Burglary,466,Adult,Property,1992-1994,11.93
Denver,1993,Burglary,192,Juvenile,Property,1992-1994,45.24
Denver,1993,Drug Violations,3784,Adult,Drug,1992-1994,96.85
Denver,1993,Drug Violations,489,Juvenile,Drug,1992-1994,115.22
Denver,1993,Forcible rape,185,Adult,Violent,1992-1994,4.73
Denver,1993,Forcible rape,19,Juvenile,Violent,1992-1994,4.48
Denver,1993,Larceny/Theft,4833,Adult,Property,1992-1994,123.7
Denver,1993,Larceny/Theft,1361,Juvenile,Property,1992-1994,320.67
Denver,1993,Motor Vehicle Theft,498,Adult,Property,1992-1994,12.75
Denver,1993,Motor Vehicle Theft,435,Juvenile,Property,1992-1994,102.49
Denver,1993,Murder/Manslaughter,100,Adult,Violent,1992-1994,2.56
Denver,1993,Murder/Manslaughter,18,Juvenile,Violent,1992-1994,4.24
Denver,1993,Robbery,263,Adult,Violent,1992-1994,6.73
Denver,1993,Robbery,46,Juvenile,Violent,1992-1994,10.84
Dolores,1993,Aggravated Assault,0,Adult,Violent,1992-1994,0
Dolores,1993,Aggravated Assault,0,Juvenile,Violent,1992-1994,0
Dolores,1993,Arson,0,Adult,Property,1992-1994,0
Dolores,1993,Arson,0,Juvenile,Property,1992-1994,0
Dolores,1993,Burglary,0,Adult,Property,1992-1994,0
Dolores,1993,Burglary,0,Juvenile,Property,1992-1994,0
Dolores,1993,Drug Violations,0,Adult,Drug,1992-1994,0
Dolores,1993,Drug Violations,0,Juvenile,Drug,1992-1994,0
Dolores,1993,Forcible rape,0,Adult,Violent,1992-1994,0
Dolores,1993,Forcible rape,0,Juvenile,Violent,1992-1994,0
Dolores,1993,Larceny/Theft,0,Adult,Property,1992-1994,0
Dolores,1993,Larceny/Theft,0,Juvenile,Property,1992-1994,0
Dolores,1993,Motor Vehicle Theft,0,Adult,Property,1992-1994,0
Dolores,1993,Motor Vehicle Theft,0,Juvenile,Property,1992-1994,0
Dolores,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Dolores,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Dolores,1993,Robbery,0,Adult,Violent,1992-1994,0
Dolores,1993,Robbery,0,Juvenile,Violent,1992-1994,0
Douglas,1993,Aggravated Assault,28,Adult,Violent,1992-1994,4.9
Douglas,1993,Aggravated Assault,22,Juvenile,Violent,1992-1994,21.51
Douglas,1993,Arson,3,Adult,Property,1992-1994,0.52
Douglas,1993,Arson,7,Juvenile,Property,1992-1994,6.85
Douglas,1993,Burglary,23,Adult,Property,1992-1994,4.02
Douglas,1993,Burglary,49,Juvenile,Property,1992-1994,47.92
Douglas,1993,Drug Violations,114,Adult,Drug,1992-1994,19.94
Douglas,1993,Drug Violations,35,Juvenile,Drug,1992-1994,34.23
Douglas,1993,Forcible rape,0,Adult,Violent,1992-1994,0
Douglas,1993,Forcible rape,0,Juvenile,Violent,1992-1994,0
Douglas,1993,Larceny/Theft,109,Adult,Property,1992-1994,19.06
Douglas,1993,Larceny/Theft,68,Juvenile,Property,1992-1994,66.5
Douglas,1993,Motor Vehicle Theft,4,Adult,Property,1992-1994,0.7
Douglas,1993,Motor Vehicle Theft,7,Juvenile,Property,1992-1994,6.85
Douglas,1993,Murder/Manslaughter,0,Adult,Violent,1992-1994,0
Douglas,1993,Murder/Manslaughter,0,Juvenile,Violent,1992-1994,0
Douglas,1993,Robbery,0,Adult,Violent,1992-1994,0
Douglas,1993,Robbery,3,Juvenile,Violent,1992-1994,2.93
Eagle,1993,Aggravated Assault,47,Adult,Violent,1992-1994,23.34
Eagle,1993,Aggravated Assault,1,Juvenile,Violent,1992-1994,4.09
Eagle,1993,Arson,0,Adult,Property,1992-1994,0
Eagle,1993,Arson,0,Juvenile,Property,1992-1994,0
Eagle,1993,Burglary,18,Adult,Property,1992-1994,8.94
Eagle,1993,Burglary,11,Juvenile,Property,1992-1994,45.03
Eagle,1993,Drug Violations,222,Adult,Drug,1992-1994,110.22
Eagle,1993,Drug Violations,25,Juvenile,Drug,1992-1994,102.33
